Scrip,Date,Qty,Price,days,gain,Total,Type
ULTRACEMCO,2023-10-03,4,2059.125,,,8236.5,Buy
TITAN,2023-05-02,15,2649.05,138,8988,39735.75,Buy
TITAN,2022-02-08,1,2404.8,586,843.45,2404.8,Buy
TITAN,2022-01-21,1,2537.15,604,711.1,2537.15,Buy
TITAN,2021-12-24,1,2321.2,632,927.05,2321.2,Buy
TITAN,2021-11-26,1,2305.95,660,942.3,2305.95,Buy
TITAN,2021-10-26,1,2453.05,691,795.2,2453.05,Buy
TITAN,2021-10-12,1,2455.9,705,792.35,2455.9,Buy
TITAN,2021-08-25,1,1851.2,753,1397.05,1851.2,Buy
TITAN,2021-07-28,1,1740,781,1508.25,1740,Buy
TITAN,2021-05-24,2,1512,846,3472.5,3024,Buy
TITAN,2021-05-03,2,1446.9,867,3602.7,2893.8,Buy
TITAN,2021-03-24,2,1479.6,907,3537.3,2959.2,Buy
TITAN,2021-02-23,2,1432.2,936,3632.1,2864.4,Buy
TITAN,2021-01-07,2,1541.3,983,3413.9,3082.6,Buy
TITAN,2020-12-08,1,1428.8,1013,1819.45,1428.8,Buy
TITAN,2020-12-08,1,1428.8,1013,1819.45,1428.8,Buy
TITAN,2020-11-11,1,1269.15,1040,1979.1,1269.15,Buy
TITAN,2020-11-11,1,1269.15,1040,1979.1,1269.15,Buy
TITAN,2020-10-09,2,1261.05,1073,3974.4,2522.1,Buy
TITAN,2020-09-04,2,1173,1108,4150.5,2346,Buy
TITAN,2020-08-07,2,1122.75,1136,4251,2245.5,Buy
TITAN,2020-07-08,2,1013.35,1166,4469.8,2026.7,Buy
TITAN,2020-06-09,2,1018.2,1195,4460.1,2036.4,Buy
TITAN,2020-05-07,2,850.05,1228,4796.4,1700.1,Buy
TITAN,2020-04-13,2,962.8,1252,4570.9,1925.6,Buy
TITAN,2020-01-13,1,1153,1343,2095.25,1153,Buy
TITAN,2019-12-11,1,1182.75,1376,2065.5,1182.75,Buy
TITAN,2019-12-10,3,1187.9,1377,6181.05,3563.7,Buy
TIMETECHNO,2019-11-25,10,55.35,1392,1013.5,553.5,Buy
TIMETECHNO,2019-10-25,12,57.7,1423,1188,692.4,Buy
TIMETECHNO,2019-09-25,6,64.9,1453,550.8,389.4,Buy
TIMETECHNO,2019-08-26,12,60.4,1483,1155.6,724.8,Buy
TIMETECHNO,2019-07-25,8,78.65,1515,624.4,629.2,Buy
TIMETECHNO,2019-06-25,3,95.5,1545,183.6,286.5,Buy
TIMETECHNO,2019-06-25,1,95.45,1545,61.25,95.45,Buy
TIMETECHNO,2019-05-22,6,86.8,1579,419.4,520.8,Buy
TIMETECHNO,2019-04-25,6,95.2,1606,369,571.2,Buy
TIMETECHNO,2019-03-25,5,99.05,1637,288.25,495.25,Buy
TECHM,2022-02-14,1,1410.4,580,-111.45,1410.4,Buy
TECHM,2022-01-25,1,1505.85,600,-206.9,1505.85,Buy
TECHM,2021-09-27,2,1468.4,720,-338.9,2936.8,Buy
TECHM,2021-08-20,2,1397.85,758,-197.8,2795.7,Buy
TECHM,2021-06-25,2,1098,814,401.9,2196,Buy
TECHM,2021-04-19,2,997.4,881,603.1,1994.8,Buy
TECHM,2021-04-12,2,1038.3,888,521.3,2076.6,Buy
TECHM,2021-03-15,1,1020.55,916,278.4,1020.55,Buy
TECHM,2021-03-15,1,1020.55,916,278.4,1020.55,Buy
TECHM,2021-01-28,2,969.95,962,658,1939.9,Buy
TECHM,2021-01-15,2,1038.5,975,520.9,2077,Buy
TECHM,2020-12-21,3,903.5,1000,1186.35,2710.5,Buy
TECHM,2020-10-29,3,803.15,1053,1487.4,2409.45,Buy
TECHM,2020-09-09,3,747.15,1103,1655.4,2241.45,Buy
TECHM,2020-08-17,3,713.9,1126,1755.15,2141.7,Buy
TECHM,2020-07-14,2,600,1160,1397.9,1200,Buy
TECHM,2020-07-14,1,600,1160,698.95,600,Buy
TECHM,2020-06-25,3,559.3,1179,2218.95,1677.9,Buy
TECHM,2020-05-18,3,509.2,1217,2369.25,1527.6,Buy
TECHM,2020-03-03,2,744,1293,1109.9,1488,Buy
TCS,2022-12-08,3,3363.45,283,704.55,10090.35,Buy
TCS,2022-12-08,7,3363.45,283,1643.95,23544.15,Buy
TCS,2022-12-08,1,3363.45,283,234.85,3363.45,Buy
TCS,2022-12-08,1,3363.45,283,234.85,3363.45,Buy
TCS,2022-02-08,1,3727,586,-128.7,3727,Buy
TCS,2022-01-21,1,3824.15,604,-225.85,3824.15,Buy
TCS,2021-12-24,1,3666.9,632,-68.6,3666.9,Buy
TCS,2021-11-26,1,3472.05,660,126.25,3472.05,Buy
TCS,2021-10-26,1,3481.7,691,116.6,3481.7,Buy
TCS,2021-10-12,1,3648.85,705,-50.55,3648.85,Buy
TCS,2021-08-25,1,3671,753,-72.7,3671,Buy
TCS,2021-07-28,1,3168.1,781,430.2,3168.1,Buy
TCS,2021-05-24,1,3101.3,846,497,3101.3,Buy
TCS,2021-05-03,1,3030.7,867,567.6,3030.7,Buy
TCS,2021-03-24,1,3138.2,907,460.1,3138.2,Buy
TCS,2021-02-23,1,3000.6,936,597.7,3000.6,Buy
TCS,2021-01-07,1,3013.55,983,584.75,3013.55,Buy
TCS,2020-12-08,1,2755.35,1013,842.95,2755.35,Buy
TCS,2020-11-11,1,2668,1040,930.3,2668,Buy
TCS,2020-10-09,1,2819.05,1073,779.25,2819.05,Buy
TCS,2020-09-04,1,2300.6,1108,1297.7,2300.6,Buy
TCS,2020-08-07,1,2297,1136,1301.3,2297,Buy
TCS,2020-07-08,1,2256.95,1166,1341.35,2256.95,Buy
TCS,2020-06-09,1,2071,1195,1527.3,2071,Buy
TCS,2020-05-07,1,1891.15,1228,1707.15,1891.15,Buy
TCS,2020-04-13,1,1761,1252,1837.3,1761,Buy
TCS,2020-03-11,1,1959.65,1285,1638.65,1959.65,Buy
TCS,2020-02-11,1,2161.4,1314,1436.9,2161.4,Buy
TCS,2020-01-13,1,2196.45,1343,1401.85,2196.45,Buy
TCS,2019-12-11,1,2027,1376,1571.3,2027,Buy
TCS,2019-11-08,1,2162.85,1409,1435.45,2162.85,Buy
TCS,2019-10-09,1,2028.1,1439,1570.2,2028.1,Buy
TCS,2019-09-09,1,2192.8,1469,1405.5,2192.8,Buy
TCS,2019-08-08,1,2230,1501,1368.3,2230,Buy
TCS,2019-07-08,1,2164.9,1532,1433.4,2164.9,Buy
TCS,2019-06-04,1,2198.6,1566,1399.7,2198.6,Buy
TATASTEEL,2023-07-21,350,116.75,58,5320,40862.5,Buy
TATASTEEL,2022-02-08,27,117.78,586,382.72,3180.06,Buy
TATASTEEL,2022-02-08,3,117.78,586,42.52,353.34,Buy
TATASTEEL,2022-01-21,27,117.13,604,400.14,3162.51,Buy
TATASTEEL,2022-01-21,3,117.13,604,44.46,351.39,Buy
TATASTEEL,2021-12-24,27,110.95,632,566.86,2995.65,Buy
TATASTEEL,2021-12-24,3,110.95,632,62.98,332.85,Buy
TATASTEEL,2021-11-26,27,111.98,660,539.19,3023.46,Buy
TATASTEEL,2021-11-26,3,111.98,660,59.91,335.94,Buy
TATASTEEL,2021-10-26,27,132.3,691,-9.45,3572.1,Buy
TATASTEEL,2021-10-26,3,132.3,691,-1.05,396.9,Buy
TATASTEEL,2021-10-12,27,131.4,705,14.85,3547.8,Buy
TATASTEEL,2021-10-12,3,131.4,705,1.65,394.2,Buy
TATASTEEL,2021-08-25,45,141.75,753,-440.78,6378.75,Buy
TATASTEEL,2021-08-25,5,141.75,753,-48.98,708.75,Buy
TATASTEEL,2021-07-28,45,131.9,781,2.25,5935.5,Buy
TATASTEEL,2021-07-28,5,131.9,781,0.25,659.5,Buy
TATASTEEL,2021-05-24,63,108.59,846,1471.36,6841.17,Buy
TATASTEEL,2021-05-24,7,108.59,846,163.48,760.13,Buy
TATASTEEL,2021-05-03,63,104.11,867,1754.23,6558.93,Buy
TATASTEEL,2021-05-03,7,104.11,867,194.91,728.77,Buy
TATASTEEL,2021-03-24,63,70.86,907,3848.98,4464.18,Buy
TATASTEEL,2021-03-24,7,70.86,907,427.66,496.02,Buy
TATASTEEL,2021-02-23,63,71.9,936,3783.15,4529.7,Buy
TATASTEEL,2021-02-23,7,71.9,936,420.35,503.3,Buy
TATASTEEL,2021-01-07,81,72.25,983,4836.1,5852.25,Buy
TATASTEEL,2021-01-07,9,72.25,983,537.34,650.25,Buy
TATASTEEL,2020-12-08,81,60.6,1013,5779.35,4908.6,Buy
TATASTEEL,2020-12-08,9,60.6,1013,642.15,545.4,Buy
TATASTEEL,2020-11-11,81,46.46,1040,6924.69,3763.26,Buy
TATASTEEL,2020-11-11,9,46.46,1040,769.41,418.14,Buy
TATASTEEL,2020-10-09,27,37.47,1073,2551.09,1011.69,Buy
TATASTEEL,2020-10-09,54,37.47,1073,5102.19,2023.38,Buy
TATASTEEL,2020-10-09,6,37.47,1073,566.91,224.82,Buy
TATASTEEL,2020-10-09,3,37.47,1073,283.45,112.41,Buy
TATASTEEL,2020-09-04,81,43.08,1108,7198.47,3489.48,Buy
TATASTEEL,2020-09-04,9,43.08,1108,799.83,387.72,Buy
TATASTEEL,2020-08-07,81,40.16,1136,7435.39,3252.96,Buy
TATASTEEL,2020-08-07,9,40.16,1136,826.15,361.44,Buy
TATASTEEL,2020-07-08,9,33.72,1166,884.07,303.48,Buy
TATASTEEL,2020-07-08,63,33.71,1166,6189.12,2123.73,Buy
TATASTEEL,2020-07-08,1,33.72,1166,98.23,33.72,Buy
TATASTEEL,2020-07-08,7,33.71,1166,687.68,235.97,Buy
TATASTEEL,2020-06-09,81,33.59,1195,7967.56,2720.79,Buy
TATASTEEL,2020-06-09,9,33.59,1195,885.28,302.31,Buy
TATASTEEL,2020-05-07,72,27.51,1228,7519.68,1980.72,Buy
TATASTEEL,2020-05-07,8,27.51,1228,835.52,220.08,Buy
TATASTEEL,2020-04-13,72,28.16,1252,7472.88,2027.52,Buy
TATASTEEL,2020-04-13,8,28.16,1252,830.32,225.28,Buy
TATASTEEL,2020-03-11,9,31.1,1285,907.65,279.9,Buy
TATASTEEL,2020-03-11,45,31.1,1285,4538.25,1399.5,Buy
TATASTEEL,2020-03-11,99,31.1,1285,9984.15,3078.9,Buy
TATASTEEL,2020-03-11,81,31.1,1285,8168.85,2519.1,Buy
TATASTEEL,2020-03-11,11,31.1,1285,1109.35,342.1,Buy
TATASTEEL,2020-03-11,1,31.1,1285,100.85,31.1,Buy
TATASTEEL,2020-03-11,5,31.1,1285,504.25,155.5,Buy
TATASTEEL,2020-03-11,9,31.1,1285,907.65,279.9,Buy
TATASTEEL,2020-02-11,90,45.4,1314,7789.95,4086,Buy
TATASTEEL,2020-02-11,9,45.4,1314,778.99,408.6,Buy
TATASTEEL,2020-02-11,10,45.4,1314,865.55,454,Buy
TATASTEEL,2020-02-11,1,45.4,1314,86.55,45.4,Buy
TATASTEEL,2020-01-13,45,48.94,1343,3735.45,2202.3,Buy
TATASTEEL,2020-01-13,5,48.94,1343,415.05,244.7,Buy
TATASTEEL,2019-12-11,63,40.34,1376,5771.43,2541.42,Buy
TATASTEEL,2019-12-11,7,40.34,1376,641.27,282.38,Buy
TATASTEEL,2019-11-08,18,39.83,1409,1658.25,716.94,Buy
TATASTEEL,2019-11-08,2,39.83,1409,184.25,79.66,Buy
TATASTEEL,2019-10-09,81,32.65,1439,8043.3,2644.65,Buy
TATASTEEL,2019-10-09,9,32.65,1439,893.7,293.85,Buy
TATASTEEL,2019-09-09,63,35.36,1469,6085.17,2227.68,Buy
TATASTEEL,2019-09-09,7,35.36,1469,676.13,247.52,Buy
TATASTEEL,2019-08-08,81,36.8,1501,7707.15,2980.8,Buy
TATASTEEL,2019-08-08,9,36.8,1501,856.35,331.2,Buy
TATASTEEL,2019-07-08,45,47.76,1532,3788.55,2149.2,Buy
TATASTEEL,2019-07-08,5,47.76,1532,420.95,238.8,Buy
TATASTEEL,2019-06-04,45,49.38,1566,3715.65,2222.1,Buy
TATASTEEL,2019-06-04,5,49.38,1566,412.85,246.9,Buy
TAKE-T,2019-11-25,9,97,1392,-686.25,873,Buy
TAKE-T,2019-10-25,6,104.95,1423,-505.2,629.7,Buy
TAKE-T,2019-09-25,9,113.85,1453,-837.9,1024.65,Buy
TAKE-T,2019-08-26,3,102.8,1483,-246.15,308.4,Buy
TAKE-T,2019-07-25,5,107.1,1515,-431.75,535.5,Buy
TAKE-T,2019-06-25,3,124.4,1545,-310.95,373.2,Buy
TAKE-T,2019-06-25,1,124.35,1545,-103.6,124.35,Buy
TAKE-T,2019-06-25,1,124.4,1545,-103.65,124.4,Buy
TAKE-T,2019-05-22,4,139.55,1579,-475.2,558.2,Buy
TAKE-T,2019-04-25,3,148.4,1606,-382.95,445.2,Buy
TAKE-T,2019-03-25,4,126.9,1637,-424.6,507.6,Buy
SUNPHARMA,2022-11-04,40,1041.5,317,4332,41660,Buy
SUNPHARMA,2022-02-04,3,891.8,590,774,2675.4,Buy
SUNPHARMA,2022-01-14,3,862.9,611,860.7,2588.7,Buy
SUNPHARMA,2021-12-06,3,743.6,650,1218.6,2230.8,Buy
SUNPHARMA,2021-11-09,2,801.15,677,697.3,1602.3,Buy
SUNPHARMA,2021-11-09,1,801.1,677,348.7,801.1,Buy
SUNPHARMA,2021-11-04,3,792.85,682,1070.85,2378.55,Buy
SUNPHARMA,2021-09-08,4,772.9,739,1507.6,3091.6,Buy
SUNPHARMA,2021-08-11,4,775.2,767,1498.4,3100.8,Buy
SUNPHARMA,2021-07-08,4,675.3,801,1898,2701.2,Buy
SUNPHARMA,2021-06-09,4,683,830,1867.2,2732,Buy
SUNPHARMA,2021-05-10,4,696.15,860,1814.6,2784.6,Buy
SUNPHARMA,2021-05-06,4,678.75,864,1884.2,2715,Buy
SUNPHARMA,2021-04-06,4,617.25,894,2130.2,2469,Buy
SUNPHARMA,2021-03-08,4,617.8,923,2128,2471.2,Buy
SUNPHARMA,2021-02-16,4,625.5,943,2097.2,2502,Buy
SUNPHARMA,2021-01-25,4,585.7,965,2256.4,2342.8,Buy
SUNPHARMA,2020-12-28,6,588.95,993,3365.1,3533.7,Buy
SUNPHARMA,2020-11-24,6,509.2,1027,3843.6,3055.2,Buy
SUNPHARMA,2020-10-23,6,490.7,1059,3954.6,2944.2,Buy
SUNPHARMA,2020-09-22,6,503.25,1090,3879.3,3019.5,Buy
SUNPHARMA,2020-08-31,6,533.7,1112,3696.6,3202.2,Buy
SUNPHARMA,2020-07-24,6,484.4,1150,3992.4,2906.4,Buy
SUNPHARMA,2020-06-25,6,480.1,1179,4018.2,2880.6,Buy
SUNPHARMA,2020-05-22,5,464.4,1213,3427,2322,Buy
SUNPHARMA,2020-05-22,1,464.4,1213,685.4,464.4,Buy
SUNPHARMA,2020-04-27,4,500.6,1238,2596.8,2002.4,Buy
SUNPHARMA,2020-04-27,1,500.65,1238,649.15,500.65,Buy
SUNPHARMA,2020-04-27,1,500.65,1238,649.15,500.65,Buy
SUNPHARMA,2020-03-30,6,338.35,1266,4868.7,2030.1,Buy
SUNPHARMA,2020-02-25,6,392.6,1300,4543.2,2355.6,Buy
SUNPHARMA,2020-01-23,3,448.75,1333,2103.15,1346.25,Buy
SUNPHARMA,2019-12-23,5,428.7,1364,3605.5,2143.5,Buy
SUNPHARMA,2019-11-22,2,449.95,1395,1399.7,899.9,Buy
SUNPHARMA,2019-10-22,4,407,1426,2971.2,1628,Buy
SUNPHARMA,2019-09-25,6,408.95,1453,4445.1,2453.7,Buy
SUNPHARMA,2019-08-22,5,412.75,1487,3685.25,2063.75,Buy
SUNPHARMA,2019-07-22,1,434.25,1518,715.55,434.25,Buy
SUNPHARMA,2019-06-25,5,378.6,1545,3856,1893,Buy
SUNPHARMA,2019-05-22,4,410.45,1579,2957.4,1641.8,Buy
SUNPHARMA,2019-04-25,1,473.3,1606,676.5,473.3,Buy
SUNPHARMA,2019-04-25,2,473.3,1606,1353,946.6,Buy
SUNPHARMA,2019-03-25,5,466,1637,3419,2330,Buy
SJVN,2019-11-25,19,24.7,1392,962.35,469.3,Buy
SJVN,2019-10-25,10,24.95,1423,504,249.5,Buy
SJVN,2019-09-25,20,24.6,1453,1015,492,Buy
SJVN,2019-08-26,7,24.4,1483,356.65,170.8,Buy
SJVN,2019-07-25,14,24.15,1515,716.8,338.1,Buy
SJVN,2019-06-25,18,24.85,1545,909,447.3,Buy
SJVN,2019-05-22,21,24.15,1579,1075.2,507.15,Buy
SJVN,2019-04-25,21,24.35,1606,1071,511.35,Buy
SJVN,2019-03-25,20,24.05,1637,1026,481,Buy
SBIN,2023-04-03,75,526.95,167,5358.75,39521.25,Buy
SBIN,2022-02-04,6,531.3,590,402.6,3187.8,Buy
SBIN,2022-01-14,6,507.15,611,547.5,3042.9,Buy
SBIN,2021-12-06,6,471.25,650,762.9,2827.5,Buy
SBIN,2021-11-09,6,528.05,677,422.1,3168.3,Buy
SBIN,2021-11-03,6,529,683,416.4,3174,Buy
SBIN,2021-09-08,6,434.7,739,982.2,2608.2,Buy
SBIN,2021-08-11,4,426.15,767,689,1704.6,Buy
SBIN,2021-08-11,2,426.1,767,344.6,852.2,Buy
SBIN,2021-07-08,6,433.25,801,990.9,2599.5,Buy
SBIN,2021-06-09,10,431.1,830,1673,4311,Buy
SBIN,2021-05-10,10,364.9,860,2335,3649,Buy
SBIN,2021-05-06,10,354.3,864,2441,3543,Buy
SBIN,2021-04-06,1,354.5,894,243.9,354.5,Buy
SBIN,2021-04-06,9,354.45,894,2195.55,3190.05,Buy
SBIN,2021-03-08,10,388.7,923,2097,3887,Buy
SBIN,2021-02-16,10,402.15,943,1962.5,4021.5,Buy
SBIN,2021-01-25,10,281.9,965,3165,2819,Buy
SBIN,2020-12-28,11,272.2,993,3588.2,2994.2,Buy
SBIN,2020-12-28,2,272.15,993,652.5,544.3,Buy
SBIN,2020-11-24,13,240.35,1027,4654.65,3124.55,Buy
SBIN,2020-10-23,13,203,1059,5140.2,2639,Buy
SBIN,2020-09-22,13,185,1090,5374.2,2405,Buy
SBIN,2020-08-31,13,219.1,1112,4930.9,2848.3,Buy
SBIN,2020-07-24,13,191.1,1150,5294.9,2484.3,Buy
